k,Ev,mes-ano,ONI
1458.4635744234802,0.35259020677199393,Mar-07,0.47127384
1387.0759958071278,0.34299871598429404,Apr-07,0.21565877
1384.4777253668763,0.3348504265566499,May-07,-0.062831916
1393.131289308176,0.3408552107213972,Jun-07,-0.17228884
1285.1268343815514,0.3524834407243583,Jul-07,-0.13313153
1180.583857442348,0.3273764804961902,Aug-07,0.087324955
1143.7348008385745,0.3422932663191889,Sep-07,0.23801962
1211.954140461216,0.3644605432450826,Oct-07,0.4289629
1188.795073375262,0.32710732669800513,Nov-07,0.42148882
1253.533280922432,0.3275345922796096,Dec-07,0.53249985
1302.2418763102726,0.33401227469655864,Jan-08,0.6837519
1356.598532494759,0.3399487512463548,Feb-08,0.94545346
1371.2203878406708,0.3481586344962983,Mar-08,1.0684956
1375.8286163522012,0.345284446166951,Apr-08,1.1267343
1407.0828092243187,0.3467084620198184,May-08,1.0840644
1371.486897274633,0.34247289280151344,Jun-08,0.84596604
1326.0820230607967,0.3351886129717699,Jul-08,0.59040546
1338.6477987421383,0.3438710922181786,Aug-08,0.3096098
1255.9295073375263,0.3228311305491858,Sep-08,0.27317572
1277.293501048218,0.32477310348156235,Oct-08,0.28267625
1302.3233752620545,0.3330364882502589,Nov-08,0.23697801
1253.9143081761006,0.3329905768715694,Dec-08,0.081146255
1288.1163522012578,0.3396439519470592,Jan-09,-0.19915593
1336.8076519916142,0.3534276528066743,Feb-09,-0.5551591
1340.3435534591194,0.3644536789277366,Mar-09,-0.7955395
1346.8553459119496,0.35530213055430115,Apr-09,-1.0169127
1366.492924528302,0.3481026773210258,May-09,-1.0419593
1269.0649895178196,0.3303507065015807,Jun-09,-1.1349326
1274.322327044025,0.33407132258707767,Jul-09,-0.9690186
1250.7961215932914,0.3504842721139138,Aug-09,-0.776212
1153.352463312369,0.3093552931398827,Sep-09,-0.50620604
1151.2885220125786,0.30546638999078585,Oct-09,-0.2950319
1189.302935010482,0.31423988808537917,Nov-09,-0.030986253
1263.3241614255764,0.3353363725846849,Dec-09,0.21788374
1444.5497903563942,0.35259273558845966,Jan-10,0.3047
1527.7481656184486,0.36676576279942297,Feb-10,0.29112566
1733.908280922432,0.39890217787155013,Mar-10,0.23866728
1906.967243186583,0.4244758637976837,Apr-10,0.041752037
2013.6263102725368,0.4346456364038033,May-10,-0.2026771
1950.3904612159329,0.43168629787323287,Jun-10,-0.32084006
1669.227463312369,0.38793123586143535,Jul-10,-0.21986026
1566.8776205450733,0.3820949977799126,Aug-10,-0.0019355713
